file,corruption,mode,count,valid_caption_rate,invalid_output_rate,caption_class_hit,caption_topk_class_hit,avg_caption_length,distinct_caption_count,repetition_rate,real_minus_vision,real_minus_shuffled,real_minus_random,variant,caption_target_strategy
Route5_Qwen2VL_lora_r8_T1_class_only/eval/strong_blur_vision_only.jsonl,strong_blur,vision_only,1997,0.9519278918377566,0.04807210816224339,0.40911367050575864,0.7826740110165248,9.871306960440661,239,0.26389215024668206,0.0015022533800700955,0.024536805207811707,-0.021532298447671516,Route5_Qwen2VL_lora_r8_T1_class_only,T1_class_only
Route5_Qwen2VL_lora_r8_T1_class_only/eval/strong_blur_real_eeg.jsonl,strong_blur,real_eeg,1997,0.9238858287431146,0.07611417125688535,0.41061592388582874,0.7816725087631448,10.101652478718076,656,0.254285508904938,0.0015022533800700955,0.024536805207811707,-0.021532298447671516,Route5_Qwen2VL_lora_r8_T1_class_only,T1_class_only
Route5_Qwen2VL_lora_r8_T1_class_only/eval/strong_blur_shuffled_eeg.jsonl,strong_blur,shuffled_eeg,1997,0.9384076114171257,0.0615923885828743,0.38607911867801703,0.8047070605908864,10.127691537305958,795,0.254014050546349,0.0015022533800700955,0.024536805207811707,-0.021532298447671516,Route5_Qwen2VL_lora_r8_T1_class_only,T1_class_only
Route5_Qwen2VL_lora_r8_T1_class_only/eval/strong_blur_random_eeg.jsonl,strong_blur,random_eeg,1997,0.942914371557336,0.05708562844266396,0.43214822233350025,0.8167250876314471,10.00550826239359,649,0.2534286430756135,0.0015022533800700955,0.024536805207811707,-0.021532298447671516,Route5_Qwen2VL_lora_r8_T1_class_only,T1_class_only
Route5_Qwen2VL_lora_r8_T1_class_only/eval/strong_blur_eeg_only.jsonl,strong_blur,eeg_only,1997,0.9318978467701552,0.06810215322984481,0.16825237856785177,0.5698547821732599,11.657986980470707,708,0.21315265161033814,0.0015022533800700955,0.024536805207811707,-0.021532298447671516,Route5_Qwen2VL_lora_r8_T1_class_only,T1_class_only
Route5_Qwen2VL_lora_r8_T1_class_only/eval/strong_noise_vision_only.jsonl,strong_noise,vision_only,1997,0.9494241362043064,0.050575863795693565,0.3545317976965448,0.8497746619929895,9.958437656484728,615,0.2528135151445116,0.08512769153730598,0.0826239359038558,0.050575863795693565,Route5_Qwen2VL_lora_r8_T1_class_only,T1_class_only
Route5_Qwen2VL_lora_r8_T1_class_only/eval/strong_noise_real_eeg.jsonl,strong_noise,real_eeg,1997,0.9374061091637457,0.06259389083625433,0.4396594892338508,0.8397596394591887,9.972458688032049,759,0.25389416403437437,0.08512769153730598,0.0826239359038558,0.050575863795693565,Route5_Qwen2VL_lora_r8_T1_class_only,T1_class_only
Route5_Qwen2VL_lora_r8_T1_class_only/eval/strong_noise_shuffled_eeg.jsonl,strong_noise,shuffled_eeg,1997,0.9534301452178268,0.04656985478217324,0.357035553329995,0.85628442663996,9.821231847771658,892,0.2559541346096178,0.08512769153730598,0.0826239359038558,0.050575863795693565,Route5_Qwen2VL_lora_r8_T1_class_only,T1_class_only
Route5_Qwen2VL_lora_r8_T1_class_only/eval/strong_noise_random_eeg.jsonl,strong_noise,random_eeg,1997,0.9499248873309964,0.05007511266900355,0.3890836254381572,0.8888332498748123,10.238357536304457,755,0.2473609918151731,0.08512769153730598,0.0826239359038558,0.050575863795693565,Route5_Qwen2VL_lora_r8_T1_class_only,T1_class_only
Route5_Qwen2VL_lora_r8_T1_class_only/eval/strong_noise_eeg_only.jsonl,strong_noise,eeg_only,1997,0.8868302453680521,0.1131697546319479,0.17075613420130195,0.599899849774662,11.461692538808212,894,0.21354947005923472,0.08512769153730598,0.0826239359038558,0.050575863795693565,Route5_Qwen2VL_lora_r8_T1_class_only,T1_class_only
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/clean_vision_only.jsonl,clean,vision_only,1997,0.9944917376064096,0.0055082623935903685,0.5217826740110165,0.9559339008512769,8.352528793189785,212,0.22093464455757894,0.036554832248372526,0.019028542814221283,-0.011517275913870861,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/clean_real_eeg.jsonl,clean,real_eeg,1997,0.9889834752128193,0.011016524787180737,0.558337506259389,0.9674511767651477,8.366049073610416,492,0.2159263662393357,0.036554832248372526,0.019028542814221283,-0.011517275913870861,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/clean_shuffled_eeg.jsonl,clean,shuffled_eeg,1997,0.9909864797195793,0.009013520280420684,0.5393089634451678,0.970956434651978,8.451677516274412,627,0.21631926327720016,0.036554832248372526,0.019028542814221283,-0.011517275913870861,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/clean_random_eeg.jsonl,clean,random_eeg,1997,0.9949924887330996,0.005007511266900355,0.5698547821732599,0.9559339008512769,8.780671006509765,441,0.21759730282514458,0.036554832248372526,0.019028542814221283,-0.011517275913870861,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/clean_eeg_only.jsonl,clean,eeg_only,1997,0.8127190786179269,0.18728092138207308,0.21181772658988482,0.7421131697546319,9.28743114672008,860,0.20387576730841628,0.036554832248372526,0.019028542814221283,-0.011517275913870861,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/lowres16_vision_only.jsonl,lowres16,vision_only,1997,0.9929894842263395,0.0070105157736605195,0.1742613920881322,0.9889834752128193,7.115673510265398,127,0.2624437044066488,0.11367050575863794,0.1271907861792689,0.09113670505758636,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/lowres16_real_eeg.jsonl,lowres16,real_eeg,1997,0.9809714571857787,0.019028542814221283,0.28793189784677015,0.9939909864797196,7.474211316975463,423,0.2612563019798873,0.11367050575863794,0.1271907861792689,0.09113670505758636,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/lowres16_shuffled_eeg.jsonl,lowres16,shuffled_eeg,1997,0.9804707060590886,0.019529293940911407,0.16074111166750124,0.9914872308462694,7.522283425137706,508,0.26049140866366705,0.11367050575863794,0.1271907861792689,0.09113670505758636,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/lowres16_random_eeg.jsonl,lowres16,random_eeg,1997,0.9979969954932398,0.0020030045067601643,0.19679519278918378,0.9749624436654982,8.073610415623435,443,0.26076076735816345,0.11367050575863794,0.1271907861792689,0.09113670505758636,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/lowres16_eeg_only.jsonl,lowres16,eeg_only,1997,0.801201802704056,0.19879819729594395,0.17225838758137205,0.6895343014521783,8.649974962443666,756,0.18996112383693756,0.11367050575863794,0.1271907861792689,0.09113670505758636,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/mixed_vision_only.jsonl,mixed,vision_only,1997,1.0,0.0,0.08212318477716575,0.8823234852278418,8.564346519779669,118,0.24023616037887444,0.16925388082123188,0.17325988983475216,0.1582373560340511,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/mixed_real_eeg.jsonl,mixed,real_eeg,1997,0.9964947421131698,0.0035052578868302042,0.2513770655983976,0.9834752128192289,9.369053580370556,607,0.24188841259447166,0.16925388082123188,0.17325988983475216,0.1582373560340511,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/mixed_shuffled_eeg.jsonl,mixed,shuffled_eeg,1997,0.9964947421131698,0.0035052578868302042,0.07811717576364546,0.9844767150726089,9.419128693039559,661,0.24011078222395196,0.16925388082123188,0.17325988983475216,0.1582373560340511,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/mixed_random_eeg.jsonl,mixed,random_eeg,1997,0.99899849774662,0.0010015022533800266,0.09313970956434652,0.970956434651978,10.363545317976966,538,0.23516639289047903,0.16925388082123188,0.17325988983475216,0.1582373560340511,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/mixed_eeg_only.jsonl,mixed,eeg_only,1997,0.8417626439659489,0.1582373560340511,0.20330495743615423,0.7366049073610416,9.774161241862794,924,0.1957701134341094,0.16925388082123188,0.17325988983475216,0.1582373560340511,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/occlusion50_vision_only.jsonl,occlusion50,vision_only,1997,0.985478217325989,0.014521782674011052,0.37105658487731596,0.9939909864797196,8.494742113169755,201,0.21230026719510944,0.02653980971457187,-0.02553830746119179,-0.11667501251877815,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/occlusion50_real_eeg.jsonl,occlusion50,real_eeg,1997,0.9554331497245869,0.04456685027541307,0.39759639459188784,0.9974962443665498,8.42513770655984,604,0.20322961270632778,0.02653980971457187,-0.02553830746119179,-0.11667501251877815,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/occlusion50_shuffled_eeg.jsonl,occlusion50,shuffled_eeg,1997,0.9799699549323986,0.02003004506760142,0.4231347020530796,0.99899849774662,8.631447170756134,784,0.20500228642441962,0.02653980971457187,-0.02553830746119179,-0.11667501251877815,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/occlusion50_random_eeg.jsonl,occlusion50,random_eeg,1997,0.9904857285928893,0.009514271407110697,0.514271407110666,0.9879819729594391,8.764146219328994,563,0.20966559451787295,0.02653980971457187,-0.02553830746119179,-0.11667501251877815,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/occlusion50_eeg_only.jsonl,occlusion50,eeg_only,1997,0.8632949424136205,0.13670505758637952,0.2443665498247371,0.8497746619929895,9.751627441161743,873,0.1794857370971542,0.02653980971457187,-0.02553830746119179,-0.11667501251877815,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/strong_blur_vision_only.jsonl,strong_blur,vision_only,1997,0.9974962443665498,0.0025037556334501776,0.3254882323485228,0.9789684526790186,8.124687030545818,183,0.25679127665857754,0.027040560841261885,0.03605408112168257,-0.0776164246369554,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/strong_blur_real_eeg.jsonl,strong_blur,real_eeg,1997,0.9794692038057086,0.020530796194291434,0.3525287931897847,0.9824737105658488,8.128192288432649,479,0.2478889565895074,0.027040560841261885,0.03605408112168257,-0.0776164246369554,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/strong_blur_shuffled_eeg.jsonl,strong_blur,shuffled_eeg,1997,0.9859789684526791,0.014021031547320928,0.3164747120681021,0.9829744616925388,8.160240360540811,612,0.24673716229800355,0.027040560841261885,0.03605408112168257,-0.0776164246369554,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/strong_blur_random_eeg.jsonl,strong_blur,random_eeg,1997,0.9949924887330996,0.005007511266900355,0.4301452178267401,0.9649474211316975,8.410115172759138,517,0.25110728863858556,0.027040560841261885,0.03605408112168257,-0.0776164246369554,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/strong_blur_eeg_only.jsonl,strong_blur,eeg_only,1997,0.8347521281922884,0.1652478718077116,0.19178768152228343,0.7085628442663996,9.457185778668002,881,0.2155136578772032,0.027040560841261885,0.03605408112168257,-0.0776164246369554,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/strong_noise_vision_only.jsonl,strong_noise,vision_only,1997,0.9984977466199298,0.001502253380070151,0.2704056084126189,0.9669504256384577,8.732098147220832,763,0.19957411836480438,0.027541311967951954,0.009514271407110642,-0.0485728592889334,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/strong_noise_real_eeg.jsonl,strong_noise,real_eeg,1997,0.9974962443665498,0.0025037556334501776,0.29794692038057086,0.9789684526790186,8.790185277916875,841,0.20884255537485383,0.027541311967951954,0.009514271407110642,-0.0485728592889334,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/strong_noise_shuffled_eeg.jsonl,strong_noise,shuffled_eeg,1997,0.9954932398597897,0.004506760140210342,0.2884326489734602,0.9819729594391587,8.815723585378066,950,0.20216598624210042,0.027541311967951954,0.009514271407110642,-0.0485728592889334,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/strong_noise_random_eeg.jsonl,strong_noise,random_eeg,1997,0.9924887330996495,0.007511266900350533,0.34651977966950426,0.9834752128192289,8.881321982974463,784,0.21148380774069309,0.027541311967951954,0.009514271407110642,-0.0485728592889334,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
Route5_Qwen2VL_lora_r8_T3_class_plus_blip/eval/strong_noise_eeg_only.jsonl,strong_noise,eeg_only,1997,0.8688032048072108,0.13119679519278915,0.2013019529293941,0.7055583375062594,9.99849774661993,831,0.19264002008118178,0.027541311967951954,0.009514271407110642,-0.0485728592889334,Route5_Qwen2VL_lora_r8_T3_class_plus_blip,T3_class_plus_blip
